filename,pattern,width,height,label_policy,created_at_utc
hardneg_synthetic_laptop_0023.jpg,laptop,640,720,empty_yolo_label_background,2026-06-16T03:19:38.770837+00:00
hardneg_synthetic_remote_control_0024.jpg,remote_control,800,540,empty_yolo_label_background,2026-06-16T03:19:38.776838+00:00
hardneg_synthetic_window_blinds_0025.jpg,window_blinds,720,720,empty_yolo_label_background,2026-06-16T03:19:38.801609+00:00
hardneg_synthetic_keyboard_0026.jpg,keyboard,960,540,empty_yolo_label_background,2026-06-16T03:19:38.824733+00:00
hardneg_synthetic_phone_0027.jpg,phone,720,480,empty_yolo_label_background,2026-06-16T03:19:38.839777+00:00
hardneg_synthetic_laptop_0028.jpg,laptop,960,540,empty_yolo_label_background,2026-06-16T03:19:38.866494+00:00
hardneg_synthetic_remote_control_0029.jpg,remote_control,800,480,empty_yolo_label_background,2026-06-16T03:19:38.872250+00:00
hardneg_synthetic_window_blinds_0030.jpg,window_blinds,960,480,empty_yolo_label_background,2026-06-16T03:19:38.879617+00:00
hardneg_synthetic_keyboard_0031.jpg,keyboard,720,480,empty_yolo_label_background,2026-06-16T03:19:38.885625+00:00
hardneg_synthetic_phone_0032.jpg,phone,960,720,empty_yolo_label_background,2026-06-16T03:19:38.912354+00:00
hardneg_synthetic_laptop_0033.jpg,laptop,640,480,empty_yolo_label_background,2026-06-16T03:19:38.925399+00:00
hardneg_synthetic_remote_control_0034.jpg,remote_control,800,480,empty_yolo_label_background,2026-06-16T03:19:38.941148+00:00
hardneg_synthetic_window_blinds_0035.jpg,window_blinds,640,720,empty_yolo_label_background,2026-06-16T03:19:38.947153+00:00
hardneg_synthetic_keyboard_0036.jpg,keyboard,640,720,empty_yolo_label_background,2026-06-16T03:19:38.969806+00:00
hardneg_synthetic_phone_0037.jpg,phone,800,720,empty_yolo_label_background,2026-06-16T03:19:38.991761+00:00
hardneg_synthetic_laptop_0038.jpg,laptop,800,600,empty_yolo_label_background,2026-06-16T03:19:39.016535+00:00
hardneg_synthetic_remote_control_0039.jpg,remote_control,640,480,empty_yolo_label_background,2026-06-16T03:19:39.021128+00:00
hardneg_synthetic_window_blinds_0040.jpg,window_blinds,960,720,empty_yolo_label_background,2026-06-16T03:19:39.028649+00:00
hardneg_synthetic_keyboard_0041.jpg,keyboard,960,720,empty_yolo_label_background,2026-06-16T03:19:39.036569+00:00
hardneg_synthetic_phone_0042.jpg,phone,800,720,empty_yolo_label_background,2026-06-16T03:19:39.061614+00:00
hardneg_synthetic_laptop_0043.jpg,laptop,960,720,empty_yolo_label_background,2026-06-16T03:19:39.072428+00:00
hardneg_synthetic_remote_control_0044.jpg,remote_control,640,600,empty_yolo_label_background,2026-06-16T03:19:39.088822+00:00
hardneg_synthetic_window_blinds_0045.jpg,window_blinds,800,600,empty_yolo_label_background,2026-06-16T03:19:39.108670+00:00
hardneg_synthetic_keyboard_0046.jpg,keyboard,800,720,empty_yolo_label_background,2026-06-16T03:19:39.119473+00:00
hardneg_synthetic_phone_0047.jpg,phone,960,720,empty_yolo_label_background,2026-06-16T03:19:39.126487+00:00
hardneg_synthetic_laptop_0048.jpg,laptop,960,540,empty_yolo_label_background,2026-06-16T03:19:39.151441+00:00
hardneg_synthetic_remote_control_0049.jpg,remote_control,640,720,empty_yolo_label_background,2026-06-16T03:19:39.175381+00:00
hardneg_synthetic_window_blinds_0050.jpg,window_blinds,800,540,empty_yolo_label_background,2026-06-16T03:19:39.199469+00:00
hardneg_synthetic_keyboard_0051.jpg,keyboard,960,540,empty_yolo_label_background,2026-06-16T03:19:39.220829+00:00
hardneg_synthetic_phone_0052.jpg,phone,960,540,empty_yolo_label_background,2026-06-16T03:19:39.242387+00:00
hardneg_synthetic_laptop_0053.jpg,laptop,720,480,empty_yolo_label_background,2026-06-16T03:19:39.256768+00:00
hardneg_synthetic_remote_control_0054.jpg,remote_control,960,720,empty_yolo_label_background,2026-06-16T03:19:39.284677+00:00
hardneg_synthetic_window_blinds_0055.jpg,window_blinds,800,720,empty_yolo_label_background,2026-06-16T03:19:39.310779+00:00
hardneg_synthetic_keyboard_0056.jpg,keyboard,800,600,empty_yolo_label_background,2026-06-16T03:19:39.319805+00:00
hardneg_synthetic_phone_0057.jpg,phone,960,480,empty_yolo_label_background,2026-06-16T03:19:39.344549+00:00
hardneg_synthetic_laptop_0058.jpg,laptop,800,540,empty_yolo_label_background,2026-06-16T03:19:39.353584+00:00
hardneg_synthetic_remote_control_0059.jpg,remote_control,800,540,empty_yolo_label_background,2026-06-16T03:19:39.375146+00:00
hardneg_synthetic_window_blinds_0060.jpg,window_blinds,960,600,empty_yolo_label_background,2026-06-16T03:19:39.405908+00:00
hardneg_synthetic_keyboard_0061.jpg,keyboard,800,720,empty_yolo_label_background,2026-06-16T03:19:39.434244+00:00
hardneg_synthetic_phone_0062.jpg,phone,800,720,empty_yolo_label_background,2026-06-16T03:19:39.462487+00:00
hardneg_synthetic_laptop_0063.jpg,laptop,640,480,empty_yolo_label_background,2026-06-16T03:19:39.470963+00:00
hardneg_synthetic_remote_control_0064.jpg,remote_control,800,480,empty_yolo_label_background,2026-06-16T03:19:39.499209+00:00
hardneg_synthetic_window_blinds_0065.jpg,window_blinds,720,480,empty_yolo_label_background,2026-06-16T03:19:39.521895+00:00
hardneg_synthetic_keyboard_0066.jpg,keyboard,640,540,empty_yolo_label_background,2026-06-16T03:19:39.530414+00:00
hardneg_synthetic_phone_0067.jpg,phone,640,540,empty_yolo_label_background,2026-06-16T03:19:39.534419+00:00
hardneg_synthetic_laptop_0068.jpg,laptop,720,480,empty_yolo_label_background,2026-06-16T03:19:39.539439+00:00
hardneg_synthetic_remote_control_0069.jpg,remote_control,720,480,empty_yolo_label_background,2026-06-16T03:19:39.554346+00:00
hardneg_synthetic_window_blinds_0070.jpg,window_blinds,640,540,empty_yolo_label_background,2026-06-16T03:19:39.559866+00:00
hardneg_synthetic_keyboard_0071.jpg,keyboard,800,480,empty_yolo_label_background,2026-06-16T03:19:39.566389+00:00
hardneg_synthetic_phone_0072.jpg,phone,720,540,empty_yolo_label_background,2026-06-16T03:19:39.584952+00:00
hardneg_synthetic_laptop_0073.jpg,laptop,800,600,empty_yolo_label_background,2026-06-16T03:19:39.607006+00:00
hardneg_synthetic_remote_control_0074.jpg,remote_control,640,600,empty_yolo_label_background,2026-06-16T03:19:39.623631+00:00
hardneg_synthetic_window_blinds_0075.jpg,window_blinds,960,720,empty_yolo_label_background,2026-06-16T03:19:39.651801+00:00
hardneg_synthetic_keyboard_0076.jpg,keyboard,720,600,empty_yolo_label_background,2026-06-16T03:19:39.670439+00:00
hardneg_synthetic_phone_0077.jpg,phone,720,720,empty_yolo_label_background,2026-06-16T03:19:39.688685+00:00
hardneg_synthetic_laptop_0078.jpg,laptop,720,600,empty_yolo_label_background,2026-06-16T03:19:39.706853+00:00
hardneg_synthetic_remote_control_0079.jpg,remote_control,720,600,empty_yolo_label_background,2026-06-16T03:19:39.725448+00:00
hardneg_synthetic_window_blinds_0080.jpg,window_blinds,720,540,empty_yolo_label_background,2026-06-16T03:19:39.731545+00:00
