filename,category,source_category,source_title,source_url,download_url,license,status,sha256_or_error,collected_at_utc
hardneg_keyboard_0012.jpg,keyboard,Category:Computer keyboards,File:Atreus 42 compared with an Anne Pro 2 60% keyboard.jpg,https://commons.wikimedia.org/wiki/File:Atreus_42_compared_with_an_Anne_Pro_2_60%25_keyboard.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Atreus_42_compared_with_an_Anne_Pro_2_60%25_keyboard.jpg/960px-Atreus_42_compared_with_an_Anne_Pro_2_60%25_keyboard.jpg,CC BY-SA 4.0,failed,"HTTPError:429 Client Error: Your request does not comply with our robot policy, https://w.wiki/4wJS. Please contact noc@wikimedia.org for further information (0fa5166) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Atreus_42_compared_with_an_Anne_Pro_2_60%25_keyboard.jpg/960px-Atreus_42_compared_with_an_Anne_Pro_2_60%25_keyboard.jpg",2026-06-16T03:16:36.531734+00:00
hardneg_keyboard_0013.jpg,keyboard,Category:Computer keyboards,File:Au イージーパレットH.jpg,https://commons.wikimedia.org/wiki/File:Au_%E3%82%A4%E3%83%BC%E3%82%B8%E3%83%BC%E3%83%91%E3%83%AC%E3%83%83%E3%83%88H.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fe/Au_%E3%82%A4%E3%83%BC%E3%82%B8%E3%83%BC%E3%83%91%E3%83%AC%E3%83%83%E3%83%88H.jpg,CC BY-SA 3.0,failed,"HTTPError:429 Client Error: Your request does not comply with our robot policy, https://w.wiki/4wJS. Please contact noc@wikimedia.org for further information (0fa5166) for url: https://upload.wikimedia.org/wikipedia/commons/f/fe/Au_%E3%82%A4%E3%83%BC%E3%82%B8%E3%83%BC%E3%83%91%E3%83%AC%E3%83%83%E3%83%88H.jpg",2026-06-16T03:16:37.419377+00:00
hardneg_keyboard_0014.jpg,keyboard,Category:Computer keyboards,File:Beautiful Mechanical Keyboard.jpg,https://commons.wikimedia.org/wiki/File:Beautiful_Mechanical_Keyboard.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Beautiful_Mechanical_Keyboard.jpg/960px-Beautiful_Mechanical_Keyboard.jpg,CC BY-SA 4.0,failed,HTTPError:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Beautiful_Mechanical_Keyboard.jpg/960px-Beautiful_Mechanical_Keyboard.jpg,2026-06-16T03:16:38.307795+00:00
hardneg_keyboard_0015.jpg,keyboard,Category:Computer keyboards,File:CAPACITANCE - Leopold FC660C keyboard (8741670391).jpg,https://commons.wikimedia.org/wiki/File:CAPACITANCE_-_Leopold_FC660C_keyboard_(8741670391).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/CAPACITANCE_-_Leopold_FC660C_keyboard_%288741670391%29.jpg/960px-CAPACITANCE_-_Leopold_FC660C_keyboard_%288741670391%29.jpg,CC BY 2.0,failed,HTTPError:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/CAPACITANCE_-_Leopold_FC660C_keyboard_%288741670391%29.jpg/960px-CAPACITANCE_-_Leopold_FC660C_keyboard_%288741670391%29.jpg,2026-06-16T03:16:39.168931+00:00
hardneg_keyboard_0016.jpg,keyboard,Category:Computer keyboards,File:Canadian French.jpg,https://commons.wikimedia.org/wiki/File:Canadian_French.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Canadian_French.jpg/960px-Canadian_French.jpg,CC BY-SA 4.0,failed,HTTPError:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Canadian_French.jpg/960px-Canadian_French.jpg,2026-06-16T03:16:40.069733+00:00
hardneg_keyboard_0017.jpg,keyboard,Category:Computer keyboards,File:Carry-I Keyboards.jpg,https://commons.wikimedia.org/wiki/File:Carry-I_Keyboards.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Carry-I_Keyboards.jpg/960px-Carry-I_Keyboards.jpg,CC BY-SA 4.0,failed,HTTPError:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Carry-I_Keyboards.jpg/960px-Carry-I_Keyboards.jpg,2026-06-16T03:16:40.995713+00:00
hardneg_keyboard_0018.jpg,keyboard,Category:Computer keyboards,File:Cash register keys - Tokyo - July 2020.jpeg,https://commons.wikimedia.org/wiki/File:Cash_register_keys_-_Tokyo_-_July_2020.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Cash_register_keys_-_Tokyo_-_July_2020.jpeg/960px-Cash_register_keys_-_Tokyo_-_July_2020.jpeg,CC BY 4.0,failed,HTTPError:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Cash_register_keys_-_Tokyo_-_July_2020.jpeg/960px-Cash_register_keys_-_Tokyo_-_July_2020.jpeg,2026-06-16T03:16:41.887158+00:00
hardneg_keyboard_0019.jpg,keyboard,Category:Computer keyboards,File:Cheiront počítač.jpg,https://commons.wikimedia.org/wiki/File:Cheiront_po%C4%8D%C3%ADta%C4%8D.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Cheiront_po%C4%8D%C3%ADta%C4%8D.jpg/960px-Cheiront_po%C4%8D%C3%ADta%C4%8D.jpg,CC BY-SA 4.0,failed,HTTPError:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Cheiront_po%C4%8D%C3%ADta%C4%8D.jpg/960px-Cheiront_po%C4%8D%C3%ADta%C4%8D.jpg,2026-06-16T03:16:42.771342+00:00
hardneg_keyboard_0020.jpg,keyboard,Category:Computer keyboards,File:Circuito impreso.jpg,https://commons.wikimedia.org/wiki/File:Circuito_impreso.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Circuito_impreso.jpg/960px-Circuito_impreso.jpg,CC BY-SA 4.0,failed,HTTPError:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Circuito_impreso.jpg/960px-Circuito_impreso.jpg,2026-06-16T03:16:43.669085+00:00
hardneg_keyboard_0021.jpg,keyboard,Category:Computer keyboards,"File:Close-up view of a laptop keyboard while in use, showcasing detailed key layout and lighting effects.jpg","https://commons.wikimedia.org/wiki/File:Close-up_view_of_a_laptop_keyboard_while_in_use,_showcasing_detailed_key_layout_and_lighting_effects.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Close-up_view_of_a_laptop_keyboard_while_in_use%2C_showcasing_detailed_key_layout_and_lighting_effects.jpg/960px-Close-up_view_of_a_laptop_keyboard_while_in_use%2C_showcasing_detailed_key_layout_and_lighting_effects.jpg,CC BY 2.0,failed,HTTPError:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Close-up_view_of_a_laptop_keyboard_while_in_use%2C_showcasing_detailed_key_layout_and_lighting_effects.jpg/960px-Close-up_view_of_a_laptop_keyboard_while_in_use%2C_showcasing_detailed_key_layout_and_lighting_effects.jpg,2026-06-16T03:16:44.546354+00:00
hardneg_keyboard_0022.jpg,keyboard,Category:Computer keyboards,File:Coal Terminal (5874557632).jpg,https://commons.wikimedia.org/wiki/File:Coal_Terminal_(5874557632).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Coal_Terminal_%285874557632%29.jpg/960px-Coal_Terminal_%285874557632%29.jpg,CC BY 2.0,failed,HTTPError:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Coal_Terminal_%285874557632%29.jpg/960px-Coal_Terminal_%285874557632%29.jpg,2026-06-16T03:16:45.475762+00:00
hardneg_keyboard_0023.jpg,keyboard,Category:Computer keyboards,File:Coco Puffs (2650456248).jpg,https://commons.wikimedia.org/wiki/File:Coco_Puffs_(2650456248).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Coco_Puffs_%282650456248%29.jpg/960px-Coco_Puffs_%282650456248%29.jpg,CC BY 2.0,failed,HTTPError:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Coco_Puffs_%282650456248%29.jpg/960px-Coco_Puffs_%282650456248%29.jpg,2026-06-16T03:16:46.398607+00:00
hardneg_keyboard_0024.jpg,keyboard,Category:Computer keyboards,File:Copitrak Pro keyboard.JPG,https://commons.wikimedia.org/wiki/File:Copitrak_Pro_keyboard.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Copitrak_Pro_keyboard.JPG/960px-Copitrak_Pro_keyboard.JPG,CC BY-SA 3.0,failed,HTTPError:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Copitrak_Pro_keyboard.JPG/960px-Copitrak_Pro_keyboard.JPG,2026-06-16T03:16:47.302319+00:00
hardneg_keyboard_0025.jpg,keyboard,Category:Computer keyboards,File:Csamodelflabsf77.jpg,https://commons.wikimedia.org/wiki/File:Csamodelflabsf77.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Csamodelflabsf77.jpg/960px-Csamodelflabsf77.jpg,CC BY-SA 4.0,failed,HTTPError:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Csamodelflabsf77.jpg/960px-Csamodelflabsf77.jpg,2026-06-16T03:16:48.242584+00:00
hardneg_keyboard_0026.jpg,keyboard,Category:Computer keyboards,File:DG 東莞 DongGuan 南城區 Nancheng 鴻福路 HongFu Road 東莞京東商場 JD Shopping Mall Electronics Showroom December 2024 R12S 22 Keyboards.jpg,https://commons.wikimedia.org/wiki/File:DG_%E6%9D%B1%E8%8E%9E_DongGuan_%E5%8D%97%E5%9F%8E%E5%8D%80_Nancheng_%E9%B4%BB%E7%A6%8F%E8%B7%AF_HongFu_Road_%E6%9D%B1%E8%8E%9E%E4%BA%AC%E6%9D%B1%E5%95%86%E5%A0%B4_JD_Shopping_Mall_Electronics_Showroom_December_2024_R12S_22_Keyboards.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/DG_%E6%9D%B1%E8%8E%9E_DongGuan_%E5%8D%97%E5%9F%8E%E5%8D%80_Nancheng_%E9%B4%BB%E7%A6%8F%E8%B7%AF_HongFu_Road_%E6%9D%B1%E8%8E%9E%E4%BA%AC%E6%9D%B1%E5%95%86%E5%A0%B4_JD_Shopping_Mall_Electronics_Showroom_December_2024_R12S_22_Keyboards.jpg/960px-DG_%E6%9D%B1%E8%8E%9E_DongGuan_%E5%8D%97%E5%9F%8E%E5%8D%80_Nancheng_%E9%B4%BB%E7%A6%8F%E8%B7%AF_HongFu_Road_%E6%9D%B1%E8%8E%9E%E4%BA%AC%E6%9D%B1%E5%95%86%E5%A0%B4_JD_Shopping_Mall_Electronics_Showroom_December_2024_R12S_22_Keyboards.jpg,CC0,failed,HTTPError:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/DG_%E6%9D%B1%E8%8E%9E_DongGuan_%E5%8D%97%E5%9F%8E%E5%8D%80_Nancheng_%E9%B4%BB%E7%A6%8F%E8%B7%AF_HongFu_Road_%E6%9D%B1%E8%8E%9E%E4%BA%AC%E6%9D%B1%E5%95%86%E5%A0%B4_JD_Shopping_Mall_Electronics_Showroom_December_2024_R12S_22_Keyboards.jpg/960px-DG_%E6%9D%B1%E8%8E%9E_DongGuan_%E5%8D%97%E5%9F%8E%E5%8D%80_Nancheng_%E9%B4%BB%E7%A6%8F%E8%B7%AF_HongFu_Road_%E6%9D%B1%E8%8E%9E%E4%BA%AC%E6%9D%B1%E5%95%86%E5%A0%B4_JD_Shopping_Mall_Electronics_Showroom_December_2024_R12S_22_Keyboards.jpg,2026-06-16T03:16:49.159497+00:00
hardneg_keyboard_0027.jpg,keyboard,Category:Computer keyboards,File:DG 東莞 DongGuan 南城區 Nancheng 鴻福路 HongFu Road 東莞京東商場 JD Shopping Mall Electronics Showroom December 2024 R12S 26 Keyboards.jpg,https://commons.wikimedia.org/wiki/File:DG_%E6%9D%B1%E8%8E%9E_DongGuan_%E5%8D%97%E5%9F%8E%E5%8D%80_Nancheng_%E9%B4%BB%E7%A6%8F%E8%B7%AF_HongFu_Road_%E6%9D%B1%E8%8E%9E%E4%BA%AC%E6%9D%B1%E5%95%86%E5%A0%B4_JD_Shopping_Mall_Electronics_Showroom_December_2024_R12S_26_Keyboards.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/DG_%E6%9D%B1%E8%8E%9E_DongGuan_%E5%8D%97%E5%9F%8E%E5%8D%80_Nancheng_%E9%B4%BB%E7%A6%8F%E8%B7%AF_HongFu_Road_%E6%9D%B1%E8%8E%9E%E4%BA%AC%E6%9D%B1%E5%95%86%E5%A0%B4_JD_Shopping_Mall_Electronics_Showroom_December_2024_R12S_26_Keyboards.jpg/960px-DG_%E6%9D%B1%E8%8E%9E_DongGuan_%E5%8D%97%E5%9F%8E%E5%8D%80_Nancheng_%E9%B4%BB%E7%A6%8F%E8%B7%AF_HongFu_Road_%E6%9D%B1%E8%8E%9E%E4%BA%AC%E6%9D%B1%E5%95%86%E5%A0%B4_JD_Shopping_Mall_Electronics_Showroom_December_2024_R12S_26_Keyboards.jpg,CC0,failed,HTTPError:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/DG_%E6%9D%B1%E8%8E%9E_DongGuan_%E5%8D%97%E5%9F%8E%E5%8D%80_Nancheng_%E9%B4%BB%E7%A6%8F%E8%B7%AF_HongFu_Road_%E6%9D%B1%E8%8E%9E%E4%BA%AC%E6%9D%B1%E5%95%86%E5%A0%B4_JD_Shopping_Mall_Electronics_Showroom_December_2024_R12S_26_Keyboards.jpg/960px-DG_%E6%9D%B1%E8%8E%9E_DongGuan_%E5%8D%97%E5%9F%8E%E5%8D%80_Nancheng_%E9%B4%BB%E7%A6%8F%E8%B7%AF_HongFu_Road_%E6%9D%B1%E8%8E%9E%E4%BA%AC%E6%9D%B1%E5%95%86%E5%A0%B4_JD_Shopping_Mall_Electronics_Showroom_December_2024_R12S_26_Keyboards.jpg,2026-06-16T03:16:50.036247+00:00
hardneg_keyboard_0028.jpg,keyboard,Category:Computer keyboards,File:DG 東莞 DongGuan 南城區 Nancheng 鴻福路 HongFu Road 東莞京東商場 JD Shopping Mall Electronics Showroom December 2024 R12S 27 Keyboards.jpg,https://commons.wikimedia.org/wiki/File:DG_%E6%9D%B1%E8%8E%9E_DongGuan_%E5%8D%97%E5%9F%8E%E5%8D%80_Nancheng_%E9%B4%BB%E7%A6%8F%E8%B7%AF_HongFu_Road_%E6%9D%B1%E8%8E%9E%E4%BA%AC%E6%9D%B1%E5%95%86%E5%A0%B4_JD_Shopping_Mall_Electronics_Showroom_December_2024_R12S_27_Keyboards.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/DG_%E6%9D%B1%E8%8E%9E_DongGuan_%E5%8D%97%E5%9F%8E%E5%8D%80_Nancheng_%E9%B4%BB%E7%A6%8F%E8%B7%AF_HongFu_Road_%E6%9D%B1%E8%8E%9E%E4%BA%AC%E6%9D%B1%E5%95%86%E5%A0%B4_JD_Shopping_Mall_Electronics_Showroom_December_2024_R12S_27_Keyboards.jpg/960px-DG_%E6%9D%B1%E8%8E%9E_DongGuan_%E5%8D%97%E5%9F%8E%E5%8D%80_Nancheng_%E9%B4%BB%E7%A6%8F%E8%B7%AF_HongFu_Road_%E6%9D%B1%E8%8E%9E%E4%BA%AC%E6%9D%B1%E5%95%86%E5%A0%B4_JD_Shopping_Mall_Electronics_Showroom_December_2024_R12S_27_Keyboards.jpg,CC0,failed,HTTPError:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/DG_%E6%9D%B1%E8%8E%9E_DongGuan_%E5%8D%97%E5%9F%8E%E5%8D%80_Nancheng_%E9%B4%BB%E7%A6%8F%E8%B7%AF_HongFu_Road_%E6%9D%B1%E8%8E%9E%E4%BA%AC%E6%9D%B1%E5%95%86%E5%A0%B4_JD_Shopping_Mall_Electronics_Showroom_December_2024_R12S_27_Keyboards.jpg/960px-DG_%E6%9D%B1%E8%8E%9E_DongGuan_%E5%8D%97%E5%9F%8E%E5%8D%80_Nancheng_%E9%B4%BB%E7%A6%8F%E8%B7%AF_HongFu_Road_%E6%9D%B1%E8%8E%9E%E4%BA%AC%E6%9D%B1%E5%95%86%E5%A0%B4_JD_Shopping_Mall_Electronics_Showroom_December_2024_R12S_27_Keyboards.jpg,2026-06-16T03:16:50.939944+00:00
hardneg_keyboard_0029.jpg,keyboard,Category:Computer keyboards,File:Disassembled Quickfire XT.jpg,https://commons.wikimedia.org/wiki/File:Disassembled_Quickfire_XT.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Disassembled_Quickfire_XT.jpg/960px-Disassembled_Quickfire_XT.jpg,CC BY-SA 4.0,failed,HTTPError:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Disassembled_Quickfire_XT.jpg/960px-Disassembled_Quickfire_XT.jpg,2026-06-16T03:16:51.900400+00:00
hardneg_keyboard_0030.png,keyboard,Category:Computer keyboards,File:Disposition du clavier.png,https://commons.wikimedia.org/wiki/File:Disposition_du_clavier.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Disposition_du_clavier.png/960px-Disposition_du_clavier.png,CC BY-SA 3.0,failed,HTTPError:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Disposition_du_clavier.png/960px-Disposition_du_clavier.png,2026-06-16T03:16:52.813249+00:00
hardneg_keyboard_0031.jpg,keyboard,Category:Computer keyboards,File:Divine chocolate from the chaplaincy kings may 2025.jpg,https://commons.wikimedia.org/wiki/File:Divine_chocolate_from_the_chaplaincy_kings_may_2025.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Divine_chocolate_from_the_chaplaincy_kings_may_2025.jpg/960px-Divine_chocolate_from_the_chaplaincy_kings_may_2025.jpg,CC BY-SA 4.0,failed,HTTPError:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Divine_chocolate_from_the_chaplaincy_kings_may_2025.jpg/960px-Divine_chocolate_from_the_chaplaincy_kings_may_2025.jpg,2026-06-16T03:16:53.713779+00:00
hardneg_keyboard_0032.jpg,keyboard,Category:Computer keyboards,File:DraCoLogoKeyboard.jpg,https://commons.wikimedia.org/wiki/File:DraCoLogoKeyboard.jpg,https://upload.wikimedia.org/wikipedia/commons/1/13/DraCoLogoKeyboard.jpg,Public domain,failed,HTTPError:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/1/13/DraCoLogoKeyboard.jpg,2026-06-16T03:16:54.627026+00:00
hardneg_mobile_phone_0033.jpg,mobile_phone,Category:Mobile phones,"File:""Funkční makety"".jpg",https://commons.wikimedia.org/wiki/File:%22Funk%C4%8Dn%C3%AD_makety%22.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/%22Funk%C4%8Dn%C3%AD_makety%22.jpg/960px-%22Funk%C4%8Dn%C3%AD_makety%22.jpg,CC BY-SA 3.0,failed,HTTPError:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/%22Funk%C4%8Dn%C3%AD_makety%22.jpg/960px-%22Funk%C4%8Dn%C3%AD_makety%22.jpg,2026-06-16T03:16:59.222646+00:00
hardneg_mobile_phone_0034.jpg,mobile_phone,Category:Mobile phones,"File:""L'altro modo di vedere"".jpg",https://commons.wikimedia.org/wiki/File:%22L%27altro_modo_di_vedere%22.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/%22L%27altro_modo_di_vedere%22.jpg/960px-%22L%27altro_modo_di_vedere%22.jpg,CC BY-SA 4.0,failed,HTTPError:429 Client Error: Too many requests. Please contact noc@wikimedia.org for further information (0068e25) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/%22L%27altro_modo_di_vedere%22.jpg/960px-%22L%27altro_modo_di_vedere%22.jpg,2026-06-16T03:17:01.622307+00:00
